user_id,anime_id,rating,watch_status,episodes_watched
1010,2169,9,completed,50
1010,2049,6,completed,50
1010,434,4,completed,26
1010,1544,5,completed,26
1010,803,5,completed,24
1010,1445,7,completed,50
1011,2254,7,completed,50
1011,1758,6,completed,24
1011,1553,5,completed,26
1011,803,7,completed,24
1011,1583,8,completed,26
1011,1220,6,completed,12
1011,1601,7,completed,50
1011,1362,8,completed,12
1011,1001,6,completed,100
1011,907,5,completed,50
1011,967,5,completed,26
1011,1239,7,completed,100
1011,1829,6,completed,50
1011,1823,5,completed,50
1011,1141,8,completed,26
1011,2361,7,completed,100
1011,1682,9,completed,50
1011,946,7,completed,26
1011,822,6,completed,50
1011,1974,6,completed,50
1011,2374,5,completed,100
1011,614,7,completed,100
1011,648,6,completed,26
1011,1772,9,completed,100
1011,706,5,completed,26
1011,2066,4,completed,26
1011,477,6,completed,100
1011,313,6,completed,100
1011,1421,9,completed,100
1011,5114,10,completed,50
1011,751,5,completed,100
1011,904,6,completed,26
1012,1397,8,completed,100
1012,1971,8,completed,12
1012,1036,8,completed,100
1012,1965,6,completed,50
1012,1962,6,completed,100
1012,1989,8,completed,24
1012,1146,6,completed,100
1012,979,7,completed,12
1012,1806,6,completed,12
1012,655,7,completed,26
1012,334,5,completed,26
1012,589,5,completed,12
1012,919,5,completed,100
1012,2089,7,completed,26
1012,1131,6,completed,100
1012,2120,6,completed,12
1012,1874,5,completed,24
1012,1830,5,completed,26
1012,1521,2,completed,50
1012,1580,9,completed,12
1013,780,8,completed,24
1013,2508,8,completed,12
1013,968,6,completed,100
1013,1020,5,completed,50
1013,235,4,completed,26
1013,1674,6,completed,50
1013,1386,2,completed,24
1013,978,8,completed,50
1013,837,8,completed,50
1013,1532,8,completed,24
1013,806,8,completed,50
1013,1518,7,completed,24
1013,1944,6,completed,24
1013,1294,4,completed,50
1013,2407,7,completed,100
1013,2228,4,completed,50
1013,89,4,completed,100
1013,2346,3,completed,26
1013,1631,10,completed,12
1014,1206,6,completed,50
1014,1145,5,completed,100
1014,1499,5,completed,50
1014,196,9,completed,26
1014,1827,8,completed,100
1014,584,6,completed,100
1014,2470,8,completed,50
1014,1647,4,completed,100
1014,652,5,completed,26
1014,2507,8,completed,26
1014,118,6,completed,24
1014,343,4,completed,26
1014,77,4,completed,24
1014,1818,7,completed,50
1014,956,7,completed,24
1014,754,5,completed,100
1014,613,7,completed,26
1014,1667,7,completed,12
1014,1465,6,completed,26
1014,614,7,completed,12
1014,1847,9,completed,50
1014,2126,6,completed,12
1014,657,4,completed,24
1014,1424,4,completed,100
1014,1195,6,completed,24
1014,1590,6,completed,24
1014,982,5,completed,50
1014,71,7,completed,26
1014,1371,6,completed,24
1014,1255,2,completed,100
1014,330,6,completed,24
1014,1447,8,completed,100
1014,1752,8,completed,24
1014,2057,4,completed,12
1014,504,6,completed,50
1014,286,8,completed,50
1015,796,10,completed,12
1015,2329,7,completed,50
1015,151,6,completed,50
1015,2177,7,completed,12
1015,1532,8,completed,26
1015,2183,7,completed,100
1015,892,5,completed,100
1015,143,8,completed,12
1015,1681,6,completed,100
1015,2300,8,completed,100
1015,1077,4,completed,50
1015,2065,10,completed,100
1015,845,8,completed,26
1015,1751,6,completed,24
1015,2123,3,completed,12
1015,515,6,completed,12
1015,1744,7,completed,12
1015,1824,8,completed,12
1015,672,7,completed,50
1015,823,5,completed,26
1015,2204,3,completed,100
1015,1626,5,completed,12
1015,1753,7,completed,100
1015,1385,6,completed,12
1015,1704,5,completed,12
1015,195,4,completed,50
1015,1644,9,completed,50
1015,1954,8,completed,12
1015,1979,8,completed,26
1015,1530,5,completed,12
1015,1442,6,completed,12
1015,2320,8,completed,26
1015,1466,8,completed,100
1015,1848,6,completed,100
1015,1006,10,completed,100
1015,1348,7,completed,12
1015,1199,5,completed,50
1016,2347,7,completed,12
1016,159,7,completed,26
1016,1584,4,completed,100
1016,1279,8,completed,12
1016,2496,6,completed,100
1016,1269,10,completed,100
1016,1000,7,completed,24
1016,1369,5,completed,26
1016,1800,7,completed,100
1016,1435,6,completed,50
1016,2083,7,completed,100
1016,173,7,completed,100
1016,931,6,completed,12
1016,1622,6,completed,50
1016,873,8,completed,100
1016,2313,5,completed,12
1016,900,9,completed,100
1016,1662,5,completed,100
1016,1208,10,completed,24
1016,2005,8,completed,100
1016,582,6,completed,24
1016,683,6,completed,100
1016,1255,4,completed,50
1016,1495,5,completed,26
1016,1341,4,completed,50
1016,2098,7,completed,24
1016,407,6,completed,24
1016,1994,8,completed,26
1016,164,7,completed,50
1016,2156,4,completed,50
1016,913,3,completed,24
1016,974,5,completed,24
1016,1440,8,completed,100
1016,273,3,completed,26
1016,1224,8,completed,100
1016,762,7,completed,26
1016,1076,8,completed,100
1016,1123,7,completed,12
1016,1676,5,completed,100
1016,1654,3,completed,50
1016,1023,8,completed,24
1016,2498,8,completed,12
1017,1388,7,completed,50
1017,2041,7,completed,24
1017,394,8,completed,100
1017,1747,5,completed,24
1017,157,5,completed,26
1017,1146,6,completed,24
1017,715,6,completed,50
1017,1577,7,completed,50
1017,346,8,completed,26
1017,1094,7,completed,12
1017,1043,5,completed,26
1017,1844,6,completed,12
1017,367,5,completed,12
1017,1719,7,completed,24
1017,1372,5,completed,26
1017,158,7,completed,26
1017,1084,6,completed,24
1017,438,6,completed,24
1017,1524,6,completed,24
1017,768,6,completed,12
1017,1771,6,completed,12
1017,1079,8,completed,26
1017,1171,5,completed,100
1017,1422,9,completed,26
1017,2058,8,completed,26
1017,596,7,completed,24
1017,2465,6,completed,26
1017,1706,7,completed,50
1017,2451,9,completed,12
1017,1179,6,completed,100
1017,1520,8,completed,100
1017,1061,6,completed,24
1017,362,7,completed,50
1017,2358,6,completed,12
1017,478,8,completed,26
1017,906,7,completed,12
1017,1906,6,completed,100
1017,2294,5,completed,24
1017,189,3,completed,24
1018,1675,7,completed,100
1018,1934,6,completed,50
1018,657,4,completed,100
1018,1858,8,completed,50
1018,1022,6,completed,26
1018,1007,6,completed,100
1018,642,6,completed,26
1018,1687,5,completed,12
1018,522,8,completed,24
1018,1848,6,completed,50
1018,1841,8,completed,24
1018,1769,9,completed,50
1018,1808,5,completed,50
1018,1202,4,completed,100
1018,1789,8,completed,12
1018,1384,7,completed,50
1018,2085,5,completed,50
1018,2093,8,completed,24
1018,515,6,completed,24
1019,792,5,completed,24
1019,318,5,completed,12
1019,1635,6,completed,12
1019,514,4,completed,100
1019,854,6,completed,26
1019,448,5,completed,100
1019,1991,7,completed,50
1019,1853,4,completed,24
1019,2454,4,completed,100
1019,67,6,completed,24
1019,1407,5,completed,100
1019,1005,6,completed,26
1019,1247,6,completed,26
1019,175,7,completed,26
1019,858,7,completed,24
1019,2281,5,completed,100
1020,2238,5,completed,24
1020,395,6,completed,26
1020,1481,8,completed,24
1020,1995,7,completed,50
1020,1016,6,completed,24
1020,1074,6,completed,26
1020,363,9,completed,12
1020,1309,8,completed,12
1020,2384,3,completed,26
1020,354,8,completed,50
1020,95,8,completed,50
1020,1556,3,completed,12
1020,1756,5,completed,100
1020,57,7,completed,12
1020,2058,10,completed,50
1020,1731,8,completed,26
1020,760,8,completed,100
1020,974,9,completed,50
1020,1566,7,completed,100
1020,1455,7,completed,24
1020,253,6,completed,50
1020,1195,6,completed,100
1020,1636,8,completed,24
1020,162,7,completed,12
1020,587,7,completed,24
1020,1690,7,completed,50
1020,724,6,completed,50
1020,596,7,completed,12
1020,1282,8,completed,100
1020,2035,6,completed,12
1021,48,8,completed,12
1021,2478,5,completed,24
1021,644,8,completed,12
1021,114,7,completed,26
1021,222,7,completed,24
1021,1406,6,completed,24
1021,1612,8,completed,24
1021,734,8,completed,26
1021,1639,9,completed,100
1021,169,7,completed,24
1021,1985,4,completed,26
1021,36,6,completed,50
1021,735,7,completed,24
1021,1174,5,completed,12
1021,2027,3,completed,26
1021,1178,4,completed,26
1021,2113,6,completed,12
1021,1345,6,completed,12
1021,1848,5,completed,100
1021,2153,4,completed,24
1021,2198,7,completed,50
1022,1647,5,completed,12
1022,1693,6,completed,24
1022,2462,5,completed,12
1022,2153,3,completed,12
1022,1000,7,completed,24
1022,1968,6,completed,100
1022,1444,2,completed,12
1022,1481,6,completed,12
1022,1506,7,completed,26
1022,76,5,completed,26
1022,1156,6,completed,12
1022,1386,5,completed,50
1022,2238,7,completed,12
1022,1008,8,completed,24
1022,2220,7,completed,24
1022,2028,6,completed,50
1022,1487,6,completed,24
1022,165,8,completed,50
1022,62,6,completed,12
1022,2057,4,completed,50
1022,1913,8,completed,26
1023,1592,4,completed,26
1023,1642,4,completed,50
1023,937,6,completed,26
1023,955,5,completed,12
1023,488,3,completed,26
1023,1562,3,completed,12
1023,396,5,completed,12
1023,1208,7,completed,12
1023,223,7,completed,26
1023,2261,3,completed,50
1023,648,7,completed,24
1023,788,4,completed,26
1023,440,7,completed,24
1023,38,10,completed,26
1023,270,6,completed,50
1023,1957,9,completed,24
1023,360,5,completed,24
1023,1848,8,completed,12
1023,504,6,completed,100
1024,1551,8,completed,100
1024,1971,6,completed,100
1024,409,7,completed,100
1024,231,5,completed,100
1024,1635,7,completed,24
1024,1706,10,completed,26
1024,1346,10,completed,12
1024,1744,8,completed,26
1024,95,7,completed,12
1024,699,7,completed,100
1024,1216,8,completed,26
1024,2390,7,completed,50
1024,695,7,completed,50
1024,800,6,completed,24
1024,1509,8,completed,50
1024,1835,8,completed,26
1024,1813,7,completed,12
1024,1827,4,completed,50
1024,1186,7,completed,50
1024,341,3,completed,26
1024,1241,6,completed,12
1024,2385,5,completed,12
1024,186,4,completed,24
1024,1513,6,completed,12
1024,1938,8,completed,50
1024,359,2,completed,50
1024,2051,7,completed,12
1024,1389,5,completed,12
1024,793,7,completed,12
1024,628,7,completed,24
1024,535,7,completed,100
1024,2041,6,completed,100
1024,2030,7,completed,12
1024,1433,7,completed,24
1024,677,6,completed,26
1024,1622,4,completed,50
1024,508,6,completed,26
1024,1302,8,completed,12
1024,2168,5,completed,26
1024,1912,4,completed,50
1025,243,7,completed,24
1025,1802,5,completed,100
1025,2274,7,completed,26
1025,617,7,completed,100
1025,1200,8,completed,24
1025,316,8,completed,50
1025,512,9,completed,50
1025,1735,5,completed,50
1025,1156,8,completed,26
1025,851,4,completed,24
1025,1119,8,completed,12
1025,715,8,completed,26
1025,1249,8,completed,100
1025,294,5,completed,12
1025,509,5,completed,26
1025,1047,7,completed,12
1025,1947,8,completed,24
1025,1307,2,completed,12
1025,1203,7,completed,24
1025,1631,7,completed,50
1025,1797,4,completed,24
1025,600,7,completed,12
1025,1134,4,completed,50
1025,2173,2,completed,12
1025,606,7,completed,50
1025,528,6,completed,26
1025,946,5,completed,50
1025,264,6,completed,100
1025,1752,5,completed,100
1025,1212,7,completed,12
1025,526,9,completed,26
1025,309,4,completed,26
1025,333,3,completed,50
1025,1741,5,completed,24
1025,2103,7,completed,26
1025,1080,6,completed,100
1025,1649,6,completed,50
1025,233,7,completed,50
1026,393,8,completed,12
1026,1757,9,completed,100
1026,2066,7,completed,26
1026,1484,5,completed,50
1026,648,6,completed,26
1026,1495,4,completed,26
1026,997,4,completed,24
1026,322,3,completed,26
1026,1991,6,completed,12
1026,1318,5,completed,100
1026,208,7,completed,24
1026,1049,4,completed,50
1026,22319,7,completed,24
1026,2318,5,completed,50
1026,886,6,completed,24
1026,1950,4,completed,24
1027,324,5,completed,100
1027,1754,5,completed,100
1027,397,7,completed,24
1027,379,5,completed,24
1027,2454,3,completed,24
1027,1427,6,completed,50
1027,1112,7,completed,50
1027,151,6,completed,24
1027,1571,6,completed,100
1027,736,7,completed,50
1027,2008,3,completed,12
1027,2110,5,completed,12
1027,113,7,completed,26
1027,2101,8,completed,24
1027,2192,7,completed,50
1027,229,4,completed,24
1027,1622,4,completed,24
1027,2067,6,completed,50
1027,833,7,completed,26
1027,373,7,completed,26
1027,511,7,completed,24
1027,623,7,completed,12
1027,491,6,completed,50
1027,1895,4,completed,26
1028,1522,3,completed,50
1028,2091,5,completed,100
1028,1875,6,completed,24
1028,277,4,completed,24
1028,1186,9,completed,50
1028,596,7,completed,50
1028,1411,7,completed,24
1028,215,6,completed,12
1028,1357,7,completed,50
1028,2330,9,completed,12
1028,565,7,completed,24
1028,1360,3,completed,26
1028,935,6,completed,12
1028,20,9,completed,12
1028,2363,7,completed,24
1028,1500,7,completed,12
1028,1479,5,completed,50
1028,2252,5,completed,12
1029,1074,7,completed,50
1029,1668,9,completed,100
1029,2372,7,completed,26
1029,1151,7,completed,12
1029,2161,8,completed,24
1029,1190,1,completed,26
1029,433,6,completed,100
1029,707,7,completed,24
1029,873,5,completed,50
1029,580,5,completed,12
1029,525,6,completed,50
1029,751,5,completed,24
1029,943,4,completed,24
1029,705,6,completed,12
1029,143,8,completed,100
1029,2294,7,completed,50
1029,1992,7,completed,12
1029,1030,5,completed,12
1029,2155,8,completed,50
1029,1326,7,completed,100
1030,2300,5,completed,26
1030,1018,5,completed,100
1030,2223,9,completed,24
1030,31964,9,completed,100
1030,817,6,completed,12
1030,1829,6,completed,12
1030,1148,4,completed,100
1030,1802,8,completed,24
1030,956,7,completed,100
1030,2237,5,completed,24
1030,514,6,completed,100
1030,401,8,completed,100
1030,923,8,completed,24
1030,864,7,completed,26
1030,1834,7,completed,24
1030,259,1,completed,50
1030,1033,8,completed,26
1030,2364,8,completed,24
1030,1100,8,completed,24
1030,1630,6,completed,12
1030,701,5,completed,50
1030,1263,3,completed,50
1030,1509,7,completed,12
1030,1291,4,completed,50
1030,1272,5,completed,24
1030,134,7,completed,12
1030,1810,6,completed,100
1030,2009,9,completed,50
1030,69,7,completed,12
1030,70,9,completed,100
1030,1323,8,completed,26
1030,961,6,completed,100
1031,2017,8,completed,12
1031,850,7,completed,26
1031,476,4,completed,100
1031,788,7,completed,12
1031,1056,9,completed,50
1031,242,8,completed,26
1031,952,8,completed,24
1031,2007,7,completed,50
1031,2028,8,completed,24
1031,325,9,completed,26
1031,1920,7,completed,12
1031,41,7,completed,24
1031,889,3,completed,100
1031,1999,6,completed,24
1031,2353,5,completed,50
1031,874,8,completed,100
1031,119,1,completed,12
1031,1706,9,completed,24
1031,408,5,completed,12
1031,2215,4,completed,100
1031,2388,6,completed,12
1031,570,9,completed,26
1032,2210,6,completed,26
1032,413,7,completed,26
1032,2338,8,completed,26
1032,2485,9,completed,26
1032,1707,8,completed,12
1032,2220,9,completed,26
1032,1086,4,completed,50
1032,1146,2,completed,12
1032,1327,6,completed,100
1032,1793,7,completed,50
1032,1346,7,completed,50
1032,1839,6,completed,100
1032,2216,4,completed,24
1032,334,9,completed,12
1032,1841,8,completed,24
1033,1063,4,completed,26
1033,330,5,completed,50
1033,1250,5,completed,50
1033,143,8,completed,12
1033,1438,8,completed,12
1033,2217,7,completed,50
1033,222,4,completed,12
1033,1597,7,completed,100
1033,1970,8,completed,12
1033,85,7,completed,50
1033,2348,5,completed,26
1033,304,8,completed,12
1033,1052,6,completed,100
1033,1122,7,completed,26
1033,1785,4,completed,12
1033,1480,6,completed,26
1033,1276,7,completed,12
1033,2136,6,completed,50
1033,37521,8,completed,26
1033,209,9,completed,50
1033,62,8,completed,50
1033,171,7,completed,24
1033,1212,8,completed,12
1033,160,4,completed,12
1033,99,5,completed,24
1033,1208,6,completed,24
1033,1698,9,completed,50
1033,1478,6,completed,12
1033,1040,7,completed,50
1033,1902,7,completed,12
1033,1587,5,completed,26
1033,2174,7,completed,26
1033,873,6,completed,26
1033,1220,6,completed,100
1033,2203,3,completed,26
1033,1815,5,completed,26
1033,1446,7,completed,24
1033,706,6,completed,24
1033,1488,5,completed,12
1033,1674,6,completed,24
1033,84,5,completed,26
1033,1164,4,completed,26
1033,2269,8,completed,100
1034,652,5,completed,12
1034,2378,7,completed,24
1034,1884,5,completed,26
1034,1338,5,completed,100
1034,2363,6,completed,50
1034,387,5,completed,100
1034,1099,7,completed,100
1034,1235,5,completed,50
1034,2181,5,completed,50
1034,2366,3,completed,12
1034,1261,7,completed,100
1034,88,7,completed,24
1034,205,8,completed,26
1034,2362,7,completed,24
1034,1276,8,completed,26
1034,1584,3,completed,24
1034,1400,6,completed,12
1034,2239,4,completed,50
1034,1053,7,completed,12
1034,1669,5,completed,50
1034,970,7,completed,26
1034,2385,6,completed,26
1034,642,7,completed,50
1034,1193,6,completed,100
1034,2305,6,completed,50
1034,2070,6,completed,26
1034,2034,7,completed,50
1034,2304,5,completed,12
1034,81,6,completed,26
1034,1962,9,completed,50
1034,1008,7,completed,12
1034,1969,8,completed,12
1034,1637,7,completed,12
1034,1965,5,completed,26
1034,1722,10,completed,100
1034,1052,6,completed,100
1034,2353,7,completed,100
1034,1935,7,completed,26
1034,851,4,completed,24
1034,1864,3,completed,24
1034,2185,10,completed,50
1035,1103,5,completed,24
1035,2261,5,completed,100
1035,1111,6,completed,24
1035,1471,4,completed,50
1035,1387,4,completed,100
1035,1388,7,completed,100
1035,1949,2,completed,100
1035,1608,8,completed,100
1035,1689,9,completed,24
1035,871,7,completed,50
1035,1000,7,completed,50
1035,1394,5,completed,50
1035,1121,7,completed,24
1035,761,4,completed,50
1035,44511,6,completed,26
1035,1376,7,completed,100
1035,115,8,completed,100
1035,2325,8,completed,26
1035,1407,8,completed,12
1035,892,6,completed,50
1035,47,4,completed,12
1035,1850,4,completed,50
1035,666,6,completed,50
1036,2162,7,completed,24
1036,1057,7,completed,12
1036,580,6,completed,12
1036,1148,5,completed,26
1036,2021,5,completed,100
1036,443,7,completed,50
1036,1730,6,completed,26
1036,1188,8,completed,50
1036,2321,7,completed,100
1036,273,6,completed,26
1036,2411,6,completed,100
1036,466,6,completed,12
1036,1605,8,completed,50
1036,799,5,completed,100
1036,1764,6,completed,100
1036,2393,7,completed,24
1036,1375,8,completed,100
1036,95,8,completed,26
1036,1938,5,completed,12
1036,720,4,completed,100
1036,1414,10,completed,24
1036,2497,2,completed,12
1036,729,4,completed,26
1036,1419,5,completed,26
1036,154,6,completed,12
1036,414,9,completed,12
1036,1600,7,completed,24
1036,2493,6,completed,12
1036,311,7,completed,26
1036,1437,5,completed,50
1036,1759,8,completed,50
1036,1961,6,completed,24
1036,2181,4,completed,100
1036,262,8,completed,24
1036,1977,5,completed,100
1036,2097,7,completed,26
1037,1184,3,completed,50
1037,660,9,completed,50
1037,2180,7,completed,100
1037,2061,8,completed,100
1037,1237,4,completed,100
1037,1586,10,completed,12
1037,1001,5,completed,24
1037,1951,8,completed,50
1037,1973,3,completed,24
1037,997,4,completed,50
1037,1264,7,completed,100
1037,2262,5,completed,12
1037,1338,6,completed,26
1037,228,6,completed,24
1037,1006,8,completed,100
1037,46,5,completed,50
1037,743,8,completed,26
1037,1847,9,completed,12
1037,1955,10,completed,26
1037,568,6,completed,100
1037,333,5,completed,12
1037,1869,8,completed,26
1037,2367,6,completed,12
1037,846,5,completed,12
1037,314,7,completed,100
1037,1652,7,completed,26
1037,657,5,completed,24
1037,1474,5,completed,12
1037,197,7,completed,24
1037,1360,2,completed,12
1037,1452,7,completed,26
1037,819,7,completed,26
1037,655,7,completed,26
1037,1748,8,completed,26
1037,1826,8,completed,24
1037,2493,7,completed,12
1037,605,6,completed,12
1037,1147,7,completed,26
1037,1259,2,completed,50
1037,2103,5,completed,12
1037,1016,6,completed,24
1037,1918,5,completed,12
1037,597,8,completed,50
1038,2333,7,completed,12
1038,789,6,completed,100
1038,386,6,completed,24
1038,1857,6,completed,26
1038,1481,6,completed,12
1038,1709,7,completed,24
1038,120,4,completed,100
1038,2056,7,completed,50
1038,964,7,completed,26
1038,34,6,completed,12
1038,766,8,completed,26
1038,433,5,completed,100
1038,1833,4,completed,50
1038,881,5,completed,12
1038,1866,9,completed,12
1038,975,7,completed,12
1038,2449,5,completed,12
1038,1980,8,completed,26
1038,188,4,completed,12
1038,350,4,completed,100
1038,30,8,completed,50
1038,409,8,completed,12
1038,1194,4,completed,50
1039,789,6,completed,12
1039,1131,6,completed,50
1039,2035,6,completed,12
1039,1995,6,completed,100
1039,2496,5,completed,12
1039,1800,6,completed,100
1039,1718,9,completed,12
1039,212,8,completed,26
1039,1349,5,completed,26
1039,1060,6,completed,24
1039,2067,6,completed,50
1039,1370,3,completed,26
1039,1550,6,completed,12
1039,622,6,completed,12
1039,1306,7,completed,26
1039,1944,8,completed,24
1039,1442,5,completed,100
1039,40,6,completed,24
1039,1128,5,completed,50
1039,701,5,completed,100
1039,744,8,completed,100
1039,1277,8,completed,12
1039,1651,5,completed,12
1039,1077,5,completed,50
1039,242,8,completed,100
1039,1594,4,completed,24
1039,2429,3,completed,50
1039,1088,4,completed,50
1039,2058,8,completed,12
1039,1709,6,completed,50
1039,458,7,completed,100
1039,2025,5,completed,24
1039,1391,6,completed,12
