anime_id,genre_id,genre_name,is_primary_genre
55,3,Cyberpunk,0
56,1,Cyberpunk,1
56,2,Thriller,0
56,3,Ecchi,0
56,4,Parody,0
57,1,Cyberpunk,1
57,2,Mystery,0
57,3,Isekai,0
57,4,Psychological,0
58,1,Action,1
58,2,Adventure,0
59,1,Romance,1
59,2,Horror,0
59,3,Martial Arts,0
59,4,Space,0
60,1,Historical,1
60,2,Vampire,0
60,3,Seinen,0
60,4,Music,0
61,1,Sports,1
61,2,Parody,0
61,3,Seinen,0
62,1,Mecha,1
62,2,Adventure,0
62,3,Mystery,0
62,4,Historical,0
63,1,Sci-Fi,1
63,2,Mecha,0
64,1,Fantasy,1
64,2,Military,0
64,3,Music,0
64,4,Horror,0
65,1,Josei,1
65,2,Comedy,0
66,1,Harem,1
66,2,Supernatural,0
66,3,Horror,0
67,1,Military,1
67,2,Cyberpunk,0
67,3,Shojo,0
68,1,Drama,1
68,2,Mecha,0
68,3,Supernatural,0
68,4,Josei,0
69,1,Parody,1
69,2,Music,0
69,3,Romance,0
70,1,Parody,1
70,2,Shojo,0
70,3,Space,0
71,1,Slice of Life,1
72,1,Sci-Fi,1
72,2,Slice of Life,0
72,3,Romance,0
72,4,Drama,0
73,1,Slice of Life,1
73,2,Romance,0
74,1,Shounen,1
75,1,Martial Arts,1
75,2,Shounen,0
76,1,Shounen,1
76,2,Shojo,0
76,3,Adventure,0
77,1,Romance,1
78,1,Comedy,1
78,2,Adventure,0
79,1,Shojo,1
80,1,Psychological,1
80,2,Isekai,0
81,1,Space,1
81,2,Psychological,0
81,3,Slice of Life,0
81,4,Cyberpunk,0
82,1,Mystery,1
83,1,Seinen,1
83,2,Action,0
83,3,Mecha,0
84,1,Romance,1
84,2,Music,0
84,3,Seinen,0
84,4,Fantasy,0
85,1,Seinen,1
85,2,Psychological,0
85,3,Supernatural,0
85,4,Sports,0
86,1,Psychological,1
86,2,Adventure,0
87,1,Sports,1
87,2,Shojo,0
87,3,Space,0
88,1,Ecchi,1
88,2,Comedy,0
89,1,Isekai,1
89,2,Mecha,0
90,1,Josei,1
90,2,Sci-Fi,0
90,3,Music,0
90,4,Cyberpunk,0
91,1,Thriller,1
91,2,Military,0
92,1,Harem,1
92,2,Martial Arts,0
92,3,Romance,0
93,1,Ecchi,1
93,2,Mecha,0
93,3,Horror,0
94,1,Comedy,1
94,2,Fantasy,0
94,3,Harem,0
94,4,Romance,0
95,1,Psychological,1
95,2,Action,0
96,1,Drama,1
97,1,Mystery,1
97,2,Music,0
97,3,Romance,0
98,1,Adventure,1
99,1,Seinen,1
99,2,Sci-Fi,0
100,1,Ecchi,1
100,2,Mecha,0
101,1,Adventure,1
102,1,Thriller,1
102,2,Shojo,0
102,3,Isekai,0
103,1,Sports,1
104,1,Martial Arts,1
104,2,Fantasy,0
104,3,Seinen,0
105,1,Shounen,1
106,1,Action,1
106,2,Horror,0
106,3,Sci-Fi,0
107,1,Horror,1
107,2,Supernatural,0
107,3,Slice of Life,0
108,1,Mecha,1
108,2,Sci-Fi,0
108,3,Mystery,0
108,4,Harem,0
109,1,Harem,1
109,2,Fantasy,0
110,1,Thriller,1
111,1,Historical,1
111,2,Space,0
111,3,Vampire,0
111,4,Supernatural,0
112,1,Harem,1
112,2,Horror,0
112,3,Comedy,0
113,1,Harem,1
113,2,Josei,0
114,1,Shounen,1
114,2,Adventure,0
114,3,Supernatural,0
115,1,Vampire,1
115,2,Martial Arts,0
115,3,Shounen,0
115,4,Josei,0
116,1,Space,1
116,2,Music,0
117,1,Seinen,1
118,1,Seinen,1
118,2,Thriller,0
118,3,Josei,0
119,1,Mystery,1
119,2,Romance,0
119,3,Fantasy,0
119,4,Comedy,0
120,1,Historical,1
120,2,Space,0
121,1,Cyberpunk,1
121,2,Shounen,0
121,3,Music,0
122,1,Space,1
123,1,Thriller,1
124,1,Space,1
124,2,Historical,0
124,3,Fantasy,0
124,4,Harem,0
125,1,Mecha,1
125,2,Josei,0
126,1,Shounen,1
126,2,Mecha,0
127,1,Supernatural,1
128,1,Space,1
128,2,Psychological,0
128,3,Josei,0
128,4,Horror,0
129,1,Adventure,1
129,2,Harem,0
129,3,Josei,0
130,1,Psychological,1
130,2,Space,0
131,1,Slice of Life,1
131,2,Music,0
131,3,Shojo,0
132,1,Isekai,1
132,2,Martial Arts,0
132,3,Ecchi,0
133,1,Supernatural,1
133,2,Music,0
133,3,Harem,0
133,4,Comedy,0
134,1,Sci-Fi,1
135,1,Space,1
135,2,Comedy,0
135,3,Seinen,0
136,1,Music,1
136,2,Martial Arts,0
136,3,Seinen,0
137,1,Cyberpunk,1
137,2,Isekai,0
137,3,Supernatural,0
137,4,Fantasy,0
138,1,Supernatural,1
138,2,Isekai,0
139,1,Historical,1
139,2,Vampire,0
139,3,Shounen,0
140,1,Psychological,1
140,2,Romance,0
140,3,Martial Arts,0
141,1,Fantasy,1
141,2,Harem,0
141,3,Supernatural,0
141,4,Isekai,0
142,1,Romance,1
142,2,Military,0
142,3,Parody,0
142,4,Horror,0
143,1,Shounen,1
143,2,Supernatural,0
144,1,Ecchi,1
144,2,Supernatural,0
144,3,Harem,0
145,1,Drama,1
145,2,Thriller,0
146,1,Isekai,1
146,2,Music,0
146,3,Fantasy,0
146,4,Shojo,0
147,1,Cyberpunk,1
147,2,Drama,0
147,3,Mecha,0
148,1,Historical,1
148,2,Cyberpunk,0
149,1,Space,1
150,1,Cyberpunk,1
150,2,Harem,0
150,3,Military,0
151,1,Seinen,1
151,2,Vampire,0
151,3,Martial Arts,0
152,1,Josei,1
152,2,Sci-Fi,0
152,3,Ecchi,0
152,4,Psychological,0
153,1,Drama,1
154,1,Josei,1
154,2,Adventure,0
154,3,Vampire,0
155,1,Slice of Life,1
156,1,Horror,1
156,2,Ecchi,0
156,3,Music,0
157,1,Fantasy,1
157,2,Psychological,0
158,1,Space,1
158,2,Romance,0
158,3,Adventure,0
159,1,Ecchi,1
159,2,Shojo,0
159,3,Supernatural,0
159,4,Mecha,0
160,1,Historical,1
161,1,Fantasy,1
161,2,Isekai,0
161,3,Mecha,0
161,4,Music,0
162,1,Space,1
162,2,Comedy,0
162,3,Seinen,0
163,1,Comedy,1
163,2,Cyberpunk,0
163,3,Military,0
163,4,Seinen,0
164,1,Music,1
164,2,Cyberpunk,0
164,3,Ecchi,0
165,1,Drama,1
166,1,Historical,1
166,2,Vampire,0
167,1,Adventure,1
167,2,Supernatural,0
167,3,Josei,0
167,4,Cyberpunk,0
168,1,Martial Arts,1
168,2,Music,0
169,1,Seinen,1
170,1,Military,1
170,2,Vampire,0
171,1,Seinen,1
171,2,Josei,0
171,3,Supernatural,0
171,4,Slice of Life,0
172,1,Ecchi,1
172,2,Fantasy,0
173,1,Harem,1
173,2,Historical,0
173,3,Psychological,0
174,1,Harem,1
175,1,Seinen,1
176,1,Shojo,1
176,2,Isekai,0
177,1,Thriller,1
177,2,Seinen,0
177,3,Psychological,0
177,4,Adventure,0
178,1,Parody,1
178,2,Military,0
179,1,Slice of Life,1
180,1,Mecha,1
181,1,Cyberpunk,1
181,2,Shounen,0
182,1,Drama,1
182,2,Comedy,0
182,3,Action,0
183,1,Action,1
183,2,Slice of Life,0
183,3,Mecha,0
183,4,Thriller,0
184,1,Psychological,1
184,2,Fantasy,0
184,3,Comedy,0
185,1,Thriller,1
186,1,Thriller,1
186,2,Sports,0
187,1,Space,1
187,2,Mystery,0
187,3,Music,0
187,4,Martial Arts,0
188,1,Music,1
189,1,Horror,1
189,2,Josei,0
189,3,Shojo,0
190,1,Thriller,1
190,2,Music,0
190,3,Harem,0
191,1,Psychological,1
191,2,Drama,0
191,3,Music,0
192,1,Sports,1
192,2,Seinen,0
193,1,Sci-Fi,1
193,2,Harem,0
194,1,Shojo,1
194,2,Thriller,0
194,3,Shounen,0
194,4,Drama,0
195,1,Mecha,1
195,2,Shojo,0
195,3,Fantasy,0
195,4,Shounen,0
196,1,Military,1
197,1,Slice of Life,1
197,2,Adventure,0
198,1,Seinen,1
198,2,Historical,0
198,3,Harem,0
200,1,Mystery,1
200,2,Martial Arts,0
201,1,Space,1
201,2,Slice of Life,0
201,3,Shounen,0
202,1,Psychological,1
202,2,Fantasy,0
202,3,Shounen,0
202,4,Josei,0
203,1,Shounen,1
203,2,Action,0
203,3,Military,0
204,1,Seinen,1
204,2,Shounen,0
204,3,Fantasy,0
206,1,Mystery,1
206,2,Space,0
206,3,Vampire,0
206,4,Fantasy,0
207,1,Action,1
208,1,Psychological,1
208,2,Comedy,0
209,1,Music,1
209,2,Supernatural,0
210,1,Mecha,1
210,2,Sports,0
210,3,Martial Arts,0
211,1,Josei,1
211,2,Adventure,0
211,3,Martial Arts,0
212,1,Supernatural,1
212,2,Seinen,0
212,3,Cyberpunk,0
212,4,Horror,0
213,1,Comedy,1
213,2,Josei,0
213,3,Seinen,0
213,4,Shojo,0
214,1,Ecchi,1
214,2,Military,0
214,3,Romance,0
214,4,Adventure,0
215,1,Isekai,1
215,2,Martial Arts,0
215,3,Historical,0
216,1,Psychological,1
217,1,Romance,1
218,1,Sci-Fi,1
218,2,Historical,0
218,3,Comedy,0
219,1,Supernatural,1
220,1,Vampire,1
221,1,Adventure,1
221,2,Fantasy,0
221,3,Space,0
221,4,Sci-Fi,0
222,1,Shounen,1
223,1,Mystery,1
224,1,Slice of Life,1
224,2,Music,0
224,3,Sci-Fi,0
224,4,Military,0
225,1,Historical,1
225,2,Horror,0
225,3,Action,0
226,1,Historical,1
226,2,Thriller,0
227,1,Music,1
228,1,Sci-Fi,1
228,2,Music,0
228,3,Parody,0
229,1,Josei,1
229,2,Parody,0
230,1,Horror,1
230,2,Action,0
230,3,Sports,0
231,1,Shounen,1
231,2,Military,0
232,1,Seinen,1
232,2,Slice of Life,0
232,3,Horror,0
232,4,Psychological,0
233,1,Action,1
234,1,Sports,1
234,2,Fantasy,0
234,3,Horror,0
235,1,Space,1
236,1,Horror,1
236,2,Josei,0
236,3,Parody,0
237,1,Thriller,1
238,1,Comedy,1
238,2,Martial Arts,0
238,3,Military,0
238,4,Adventure,0
239,1,Josei,1
239,2,Horror,0
239,3,Shojo,0
239,4,Parody,0
240,1,Romance,1
240,2,Drama,0
240,3,Adventure,0
241,1,Horror,1
241,2,Josei,0
242,1,Parody,1
242,2,Thriller,0
242,3,Supernatural,0
243,1,Historical,1
244,1,Horror,1
244,2,Mystery,0
244,3,Martial Arts,0
244,4,Fantasy,0
245,1,Isekai,1
245,2,Music,0
245,3,Vampire,0
246,1,Martial Arts,1
247,1,Parody,1
247,2,Sports,0
247,3,Space,0
247,4,Romance,0
248,1,Slice of Life,1
248,2,Ecchi,0
249,1,Slice of Life,1
250,1,Sci-Fi,1
250,2,Supernatural,0
251,1,Historical,1
251,2,Parody,0
252,1,Josei,1
252,2,Mecha,0
252,3,Isekai,0
253,1,Mystery,1
253,2,Music,0
253,3,Slice of Life,0
254,1,Military,1
254,2,Sci-Fi,0
254,3,Josei,0
255,1,Thriller,1
255,2,Ecchi,0
255,3,Adventure,0
255,4,Shounen,0
256,1,Psychological,1
257,1,Music,1
257,2,Military,0
257,3,Drama,0
258,1,Fantasy,1
258,2,Mystery,0
259,1,Music,1
260,1,Adventure,1
261,1,Thriller,1
262,1,Vampire,1
262,2,Martial Arts,0
263,1,Shojo,1
264,1,Mystery,1
264,2,Space,0
265,1,Psychological,1
266,1,Space,1
266,2,Vampire,0
267,1,Music,1
267,2,Adventure,0
267,3,Drama,0
268,1,Parody,1
268,2,Music,0
268,3,Shojo,0
269,1,Military,1
270,1,Drama,1
270,2,Parody,0
270,3,Mecha,0
270,4,Music,0
271,1,Supernatural,1
271,2,Cyberpunk,0
271,3,Josei,0
271,4,Thriller,0
272,1,Sci-Fi,1
272,2,Adventure,0
272,3,Isekai,0
273,1,Drama,1
274,1,Supernatural,1
274,2,Historical,0
274,3,Adventure,0
275,1,Space,1
275,2,Drama,0
275,3,Adventure,0
276,1,Drama,1
276,2,Harem,0
276,3,Mecha,0
277,1,Space,1
277,2,Shounen,0
278,1,Sports,1
278,2,Slice of Life,0
278,3,Music,0
278,4,Martial Arts,0
279,1,Cyberpunk,1
279,2,Supernatural,0
279,3,Vampire,0
280,1,Parody,1
280,2,Military,0
280,3,Mecha,0
281,1,Supernatural,1
282,1,Martial Arts,1
282,2,Cyberpunk,0
282,3,Sports,0
282,4,Seinen,0
283,1,Horror,1
283,2,Ecchi,0
284,1,Space,1
284,2,Vampire,0
284,3,Fantasy,0
284,4,Adventure,0
285,1,Mecha,1
285,2,Seinen,0
286,1,Cyberpunk,1
287,1,Psychological,1
287,2,Adventure,0
287,3,Slice of Life,0
287,4,Parody,0
288,1,Seinen,1
288,2,Historical,0
289,1,Mecha,1
289,2,Thriller,0
289,3,Music,0
290,1,Slice of Life,1
291,1,Cyberpunk,1
291,2,Parody,0
291,3,Vampire,0
292,1,Ecchi,1
292,2,Parody,0
293,1,Slice of Life,1
294,1,Parody,1
295,1,Space,1
295,2,Ecchi,0
296,1,Historical,1
297,1,Seinen,1
297,2,Parody,0
297,3,Psychological,0
298,1,Isekai,1
298,2,Action,0
298,3,Cyberpunk,0
299,1,Comedy,1
299,2,Sci-Fi,0
300,1,Shounen,1
300,2,Seinen,0
300,3,Horror,0
301,1,Isekai,1
302,1,Mecha,1
302,2,Martial Arts,0
303,1,Parody,1
304,1,Music,1
304,2,Shojo,0
305,1,Thriller,1
305,2,Fantasy,0
305,3,Drama,0
305,4,Action,0
306,1,Psychological,1
307,1,Shounen,1
307,2,Martial Arts,0
307,3,Ecchi,0
308,1,Action,1
308,2,Space,0
309,1,Shounen,1
309,2,Supernatural,0
309,3,Shojo,0
309,4,Sci-Fi,0
310,1,Ecchi,1
310,2,Fantasy,0
310,3,Military,0
310,4,Cyberpunk,0
311,1,Martial Arts,1
312,1,Shojo,1
312,2,Josei,0
312,3,Isekai,0
312,4,Slice of Life,0
313,1,Romance,1
313,2,Josei,0
313,3,Action,0
314,1,Seinen,1
315,1,Seinen,1
316,1,Harem,1
316,2,Sports,0
317,1,Isekai,1
317,2,Seinen,0
317,3,Action,0
318,1,Psychological,1
318,2,Ecchi,0
319,1,Shojo,1
319,2,Action,0
319,3,Harem,0
319,4,Military,0
320,1,Adventure,1
320,2,Isekai,0
321,1,Supernatural,1
321,2,Shojo,0
321,3,Military,0
322,1,Supernatural,1
322,2,Military,0
322,3,Thriller,0
323,1,Martial Arts,1
323,2,Action,0
323,3,Horror,0
323,4,Mecha,0
324,1,Space,1
325,1,Drama,1
325,2,Supernatural,0
325,3,Military,0
325,4,Cyberpunk,0
326,1,Music,1
326,2,Josei,0
326,3,Fantasy,0
327,1,Sci-Fi,1
327,2,Parody,0
327,3,Music,0
327,4,Harem,0
328,1,Horror,1
328,2,Thriller,0
329,1,Slice of Life,1
329,2,Romance,0
329,3,Ecchi,0
329,4,Music,0
330,1,Space,1
330,2,Seinen,0
331,1,Supernatural,1
331,2,Mecha,0
331,3,Sci-Fi,0
332,1,Slice of Life,1
332,2,Action,0
332,3,Harem,0
332,4,Mecha,0
333,1,Comedy,1
333,2,Mecha,0
333,3,Josei,0
334,1,Josei,1
335,1,Space,1
335,2,Music,0
336,1,Sports,1
337,1,Romance,1
337,2,Ecchi,0
337,3,Adventure,0
337,4,Mystery,0
338,1,Josei,1
338,2,Slice of Life,0
338,3,Mystery,0
338,4,Supernatural,0
339,1,Space,1
339,2,Shojo,0
339,3,Fantasy,0
339,4,Supernatural,0
340,1,Psychological,1
340,2,Romance,0
341,1,Seinen,1
341,2,Space,0
341,3,Psychological,0
342,1,Slice of Life,1
342,2,Historical,0
342,3,Sci-Fi,0
342,4,Seinen,0
343,1,Harem,1
343,2,Seinen,0
343,3,Fantasy,0
343,4,Shojo,0
344,1,Mystery,1
344,2,Drama,0
344,3,Adventure,0
344,4,Shounen,0
345,1,Supernatural,1
346,1,Seinen,1
346,2,Thriller,0
347,1,Martial Arts,1
347,2,Horror,0
348,1,Shojo,1
348,2,Romance,0
348,3,Shounen,0
349,1,Action,1
349,2,Slice of Life,0
349,3,Romance,0
350,1,Supernatural,1
350,2,Parody,0
350,3,Shounen,0
351,1,Adventure,1
351,2,Ecchi,0
351,3,Martial Arts,0
352,1,Sports,1
353,1,Comedy,1
353,2,Psychological,0
353,3,Shounen,0
354,1,Josei,1
354,2,Shounen,0
354,3,Mystery,0
354,4,Seinen,0
355,1,Harem,1
356,1,Shojo,1
356,2,Vampire,0
357,1,Shojo,1
357,2,Ecchi,0
357,3,Fantasy,0
357,4,Space,0
358,1,Comedy,1
359,1,Horror,1
360,1,Supernatural,1
361,1,Parody,1
361,2,Thriller,0
361,3,Cyberpunk,0
362,1,Music,1
362,2,Seinen,0
362,3,Fantasy,0
363,1,Seinen,1
364,1,Drama,1
364,2,Fantasy,0
365,1,Space,1
365,2,Josei,0
365,3,Supernatural,0
365,4,Horror,0
366,1,Horror,1
367,1,Music,1
368,1,Thriller,1
368,2,Parody,0
368,3,Slice of Life,0
368,4,Harem,0
369,1,Sports,1
369,2,Music,0
369,3,Action,0
369,4,Horror,0
370,1,Josei,1
370,2,Supernatural,0
370,3,Comedy,0
370,4,Isekai,0
371,1,Harem,1
371,2,Space,0
372,1,Psychological,1
372,2,Military,0
372,3,Seinen,0
372,4,Martial Arts,0
373,1,Horror,1
374,1,Drama,1
375,1,Harem,1
376,1,Drama,1
377,1,Psychological,1
377,2,Martial Arts,0
377,3,Horror,0
377,4,Parody,0
378,1,Supernatural,1
378,2,Seinen,0
378,3,Martial Arts,0
379,1,Historical,1
380,1,Martial Arts,1
380,2,Historical,0
380,3,Mecha,0
380,4,Vampire,0
381,1,Sports,1
382,1,Psychological,1
383,1,Parody,1
383,2,Isekai,0
383,3,Fantasy,0
383,4,Mystery,0
384,1,Action,1
385,1,Slice of Life,1
385,2,Sci-Fi,0
386,1,Seinen,1
386,2,Sports,0
386,3,Sci-Fi,0
387,1,Drama,1
388,1,Shounen,1
388,2,Fantasy,0
388,3,Comedy,0
388,4,Historical,0
389,1,Music,1
389,2,Psychological,0
389,3,Action,0
390,1,Historical,1
390,2,Space,0
390,3,Martial Arts,0
390,4,Drama,0
391,1,Sports,1
392,1,Sports,1
392,2,Seinen,0
392,3,Drama,0
392,4,Historical,0
393,1,Music,1
393,2,Seinen,0
394,1,Shounen,1
395,1,Mecha,1
395,2,Space,0
396,1,Historical,1
396,2,Mecha,0
396,3,Fantasy,0
397,1,Music,1
397,2,Isekai,0
398,1,Vampire,1
398,2,Seinen,0
398,3,Shounen,0
398,4,Supernatural,0
399,1,Josei,1
399,2,Ecchi,0
399,3,Cyberpunk,0
399,4,Comedy,0
400,1,Slice of Life,1
400,2,Horror,0
400,3,Adventure,0
401,1,Fantasy,1
401,2,Shojo,0
401,3,Sci-Fi,0
402,1,Horror,1
402,2,Martial Arts,0
402,3,Isekai,0
402,4,Military,0
403,1,Josei,1
404,1,Fantasy,1
404,2,Isekai,0
404,3,Military,0
405,1,Josei,1
405,2,Shounen,0
405,3,Thriller,0
406,1,Drama,1
406,2,Isekai,0
406,3,Cyberpunk,0
406,4,Music,0
407,1,Cyberpunk,1
407,2,Harem,0
407,3,Parody,0
407,4,Josei,0
408,1,Harem,1
408,2,Comedy,0
409,1,Fantasy,1
410,1,Fantasy,1
410,2,Josei,0
410,3,Action,0
410,4,Vampire,0
411,1,Space,1
411,2,Historical,0
411,3,Harem,0
411,4,Psychological,0
412,1,Historical,1
413,1,Adventure,1
413,2,Mystery,0
414,1,Sports,1
415,1,Romance,1
416,1,Shojo,1
416,2,Martial Arts,0
416,3,Romance,0
416,4,Comedy,0
417,1,Drama,1
418,1,Action,1
418,2,Parody,0
419,1,Horror,1
419,2,Shojo,0
420,1,Isekai,1
421,1,Horror,1
421,2,Cyberpunk,0
421,3,Vampire,0
421,4,Adventure,0
422,1,Martial Arts,1
422,2,Action,0
423,1,Military,1
423,2,Mystery,0
423,3,Thriller,0
423,4,Parody,0
424,1,Music,1
424,2,Ecchi,0
425,1,Harem,1
425,2,Sports,0
426,1,Sci-Fi,1
426,2,Action,0
426,3,Ecchi,0
426,4,Mecha,0
427,1,Music,1
428,1,Horror,1
428,2,Space,0
428,3,Music,0
429,1,Slice of Life,1
430,1,Supernatural,1
430,2,Music,0
430,3,Shojo,0
430,4,Adventure,0
431,1,Supernatural,1
431,2,Parody,0
431,3,Sci-Fi,0
432,1,Martial Arts,1
432,2,Cyberpunk,0
432,3,Space,0
433,1,Military,1
433,2,Mystery,0
434,1,Action,1
435,1,Romance,1
435,2,Psychological,0
435,3,Supernatural,0
436,1,Romance,1
436,2,Drama,0
437,1,Seinen,1
437,2,Slice of Life,0
438,1,Parody,1
438,2,Slice of Life,0
438,3,Harem,0
438,4,Shounen,0
439,1,Music,1
439,2,Supernatural,0
440,1,Mystery,1
440,2,Psychological,0
440,3,Sports,0
440,4,Shojo,0
441,1,Ecchi,1
441,2,Parody,0
442,1,Slice of Life,1
442,2,Psychological,0
443,1,Seinen,1
443,2,Psychological,0
443,3,Adventure,0
444,1,Mecha,1
444,2,Horror,0
444,3,Psychological,0
445,1,Horror,1
445,2,Shounen,0
445,3,Adventure,0
446,1,Isekai,1
446,2,Josei,0
446,3,Vampire,0
447,1,Action,1
447,2,Fantasy,0
448,1,Vampire,1
448,2,Comedy,0
448,3,Drama,0
448,4,Historical,0
449,1,Space,1
449,2,Romance,0
450,1,Adventure,1
451,1,Action,1
451,2,Comedy,0
451,3,Fantasy,0
452,1,Slice of Life,1
452,2,Horror,0
453,1,Isekai,1
453,2,Romance,0
454,1,Psychological,1
454,2,Drama,0
454,3,Thriller,0
455,1,Cyberpunk,1
456,1,Supernatural,1
457,1,Psychological,1
457,2,Cyberpunk,0
457,3,Shojo,0
458,1,Ecchi,1
459,1,Mystery,1
459,2,Slice of Life,0
459,3,Cyberpunk,0
459,4,Psychological,0
460,1,Music,1
460,2,Adventure,0
460,3,Horror,0
460,4,Seinen,0
461,1,Isekai,1
461,2,Adventure,0
462,1,Harem,1
463,1,Drama,1
463,2,Sports,0
463,3,Horror,0
464,1,Sports,1
465,1,Psychological,1
465,2,Josei,0
466,1,Comedy,1
466,2,Shounen,0
466,3,Martial Arts,0
467,1,Josei,1
468,1,Romance,1
468,2,Fantasy,0
469,1,Drama,1
469,2,Fantasy,0
470,1,Sci-Fi,1
471,1,Thriller,1
472,1,Historical,1
472,2,Shounen,0
472,3,Ecchi,0
473,1,Sports,1
474,1,Sci-Fi,1
474,2,Seinen,0
475,1,Slice of Life,1
475,2,Mystery,0
476,1,Space,1
476,2,Sci-Fi,0
477,1,Mystery,1
477,2,Josei,0
477,3,Slice of Life,0
477,4,Sports,0
478,1,Horror,1
478,2,Cyberpunk,0
478,3,Shounen,0
479,1,Sci-Fi,1
479,2,Space,0
480,1,Harem,1
480,2,Vampire,0
480,3,Music,0
480,4,Historical,0
481,1,Horror,1
481,2,Mecha,0
481,3,Martial Arts,0
481,4,Fantasy,0
482,1,Fantasy,1
482,2,Military,0
482,3,Sports,0
482,4,Space,0
483,1,Sci-Fi,1
484,1,Comedy,1
484,2,Sports,0
485,1,Sports,1
485,2,Ecchi,0
486,1,Mecha,1
486,2,Drama,0
486,3,Parody,0
486,4,Vampire,0
487,1,Ecchi,1
487,2,Isekai,0
488,1,Slice of Life,1
489,1,Josei,1
490,1,Thriller,1
491,1,Martial Arts,1
491,2,Mecha,0
491,3,Ecchi,0
491,4,Vampire,0
492,1,Shounen,1
492,2,Shojo,0
492,3,Mecha,0
493,1,Music,1
493,2,Mecha,0
493,3,Comedy,0
494,1,Isekai,1
495,1,Adventure,1
495,2,Comedy,0
495,3,Mecha,0
495,4,Parody,0
496,1,Mecha,1
497,1,Fantasy,1
497,2,Action,0
498,1,Slice of Life,1
499,1,Sports,1
500,1,Isekai,1
501,1,Ecchi,1
501,2,Mystery,0
501,3,Psychological,0
502,1,Martial Arts,1
502,2,Psychological,0
502,3,Military,0
503,1,Romance,1
503,2,Mystery,0
503,3,Seinen,0
504,1,Shojo,1
505,1,Historical,1
505,2,Harem,0
505,3,Drama,0
505,4,Martial Arts,0
506,1,Fantasy,1
507,1,Space,1
507,2,Harem,0
507,3,Mecha,0
508,1,Music,1
509,1,Josei,1
510,1,Parody,1
510,2,Seinen,0
511,1,Isekai,1
512,1,Sci-Fi,1
512,2,Josei,0
512,3,Isekai,0
513,1,Slice of Life,1
513,2,Cyberpunk,0
513,3,Martial Arts,0
514,1,Space,1
514,2,Mecha,0
515,1,Music,1
515,2,Space,0
515,3,Vampire,0
515,4,Psychological,0
516,1,Adventure,1
516,2,Ecchi,0
516,3,Horror,0
516,4,Seinen,0
517,1,Action,1
517,2,Martial Arts,0
517,3,Fantasy,0
517,4,Shounen,0
518,1,Psychological,1
518,2,Shounen,0
518,3,Slice of Life,0
518,4,Music,0
519,1,Romance,1
519,2,Parody,0
519,3,Thriller,0
519,4,Sports,0
