anime_id,studio_id,studio_name,is_primary_studio
158,1,Studio Ghibli,1
159,1,Trigger,1
159,2,Lerche,0
160,1,Silver Link.,1
161,1,Trigger,1
162,1,Toei Animation,1
163,1,White Fox,1
164,1,Trigger,1
164,2,CloverWorks,0
165,1,Studio Ghibli,1
166,1,Silver Link.,1
166,2,Doga Kobo,0
167,1,Kinema Citrus,1
167,2,wit Studio,0
168,1,Trigger,1
169,1,Madhouse,1
170,1,MAPPA,1
170,2,Sunrise,0
171,1,Ufotable,1
171,2,Kinema Citrus,0
172,1,A-1 Pictures,1
173,1,Studio Ghibli,1
173,2,J.C.Staff,0
174,1,TMS Entertainment,1
175,1,Sunrise,1
175,2,Kinema Citrus,0
176,1,Ufotable,1
176,2,A-1 Pictures,0
177,1,P.A. Works,1
178,1,A-1 Pictures,1
178,2,Madhouse,0
179,1,Silver Link.,1
180,1,Toei Animation,1
181,1,Toei Animation,1
181,2,Doga Kobo,0
182,1,Studio Ghibli,1
182,2,Ufotable,0
183,1,David Production,1
184,1,TMS Entertainment,1
185,1,Doga Kobo,1
185,2,CloverWorks,0
186,1,David Production,1
186,2,P.A. Works,0
187,1,P.A. Works,1
187,2,Toei Animation,0
188,1,Silver Link.,1
188,2,CloverWorks,0
189,1,Silver Link.,1
190,1,Ufotable,1
191,1,wit Studio,1
191,2,Toei Animation,0
192,1,Studio Ghibli,1
192,2,Bones,0
193,1,Silver Link.,1
194,1,Ufotable,1
194,2,Studio Ghibli,0
195,1,TMS Entertainment,1
195,2,J.C.Staff,0
196,1,Sunrise,1
196,2,Shaft,0
197,1,Bones,1
197,2,Trigger,0
198,1,David Production,1
200,1,P.A. Works,1
200,2,Doga Kobo,0
201,1,Kinema Citrus,1
201,2,Lerche,0
202,1,White Fox,1
202,2,TMS Entertainment,0
203,1,David Production,1
204,1,wit Studio,1
204,2,Lerche,0
206,1,J.C.Staff,1
206,2,A-1 Pictures,0
207,1,Shaft,1
208,1,CloverWorks,1
209,1,White Fox,1
210,1,Bones,1
211,1,Shaft,1
212,1,Toei Animation,1
212,2,Sunrise,0
213,1,A-1 Pictures,1
214,1,Toei Animation,1
215,1,J.C.Staff,1
215,2,Ufotable,0
216,1,Kinema Citrus,1
216,2,Ufotable,0
217,1,Shaft,1
218,1,Studio Pierrot,1
218,2,Kinema Citrus,0
219,1,MAPPA,1
220,1,Sunrise,1
220,2,Bones,0
221,1,Madhouse,1
222,1,TMS Entertainment,1
223,1,Silver Link.,1
224,1,Toei Animation,1
225,1,Studio Ghibli,1
225,2,Trigger,0
226,1,Lerche,1
226,2,White Fox,0
227,1,J.C.Staff,1
228,1,Madhouse,1
229,1,White Fox,1
230,1,Sunrise,1
231,1,Ufotable,1
231,2,J.C.Staff,0
232,1,Toei Animation,1
233,1,Silver Link.,1
234,1,White Fox,1
234,2,Shaft,0
235,1,Silver Link.,1
235,2,Madhouse,0
236,1,P.A. Works,1
237,1,David Production,1
237,2,TMS Entertainment,0
238,1,Sunrise,1
238,2,wit Studio,0
239,1,J.C.Staff,1
239,2,Madhouse,0
240,1,Silver Link.,1
240,2,Trigger,0
241,1,Toei Animation,1
241,2,Shaft,0
242,1,Studio Ghibli,1
243,1,Kinema Citrus,1
243,2,TMS Entertainment,0
244,1,TMS Entertainment,1
245,1,P.A. Works,1
246,1,Trigger,1
246,2,Ufotable,0
247,1,David Production,1
248,1,wit Studio,1
248,2,A-1 Pictures,0
249,1,Production I.G,1
249,2,Kinema Citrus,0
250,1,Kinema Citrus,1
250,2,CloverWorks,0
251,1,David Production,1
251,2,P.A. Works,0
252,1,Lerche,1
253,1,Silver Link.,1
253,2,Studio Pierrot,0
254,1,Kyoto Animation,1
254,2,Production I.G,0
255,1,wit Studio,1
256,1,David Production,1
257,1,Madhouse,1
257,2,White Fox,0
258,1,TMS Entertainment,1
258,2,Silver Link.,0
259,1,Kyoto Animation,1
259,2,J.C.Staff,0
260,1,David Production,1
261,1,J.C.Staff,1
261,2,Toei Animation,0
262,1,Sunrise,1
262,2,Bones,0
263,1,Lerche,1
264,1,MAPPA,1
265,1,Doga Kobo,1
266,1,wit Studio,1
266,2,Bones,0
267,1,Madhouse,1
268,1,David Production,1
268,2,Toei Animation,0
269,1,Studio Pierrot,1
270,1,Toei Animation,1
271,1,Trigger,1
272,1,Trigger,1
273,1,TMS Entertainment,1
273,2,Madhouse,0
274,1,Studio Ghibli,1
275,1,Shaft,1
276,1,White Fox,1
277,1,David Production,1
278,1,Production I.G,1
279,1,P.A. Works,1
280,1,Kinema Citrus,1
281,1,Studio Pierrot,1
281,2,Doga Kobo,0
282,1,Sunrise,1
283,1,CloverWorks,1
284,1,wit Studio,1
285,1,Toei Animation,1
285,2,Ufotable,0
286,1,Studio Ghibli,1
286,2,Bones,0
287,1,wit Studio,1
288,1,White Fox,1
288,2,Toei Animation,0
289,1,TMS Entertainment,1
289,2,wit Studio,0
290,1,Doga Kobo,1
290,2,Toei Animation,0
291,1,Sunrise,1
291,2,Trigger,0
292,1,Kyoto Animation,1
292,2,TMS Entertainment,0
293,1,A-1 Pictures,1
294,1,wit Studio,1
295,1,A-1 Pictures,1
295,2,Ufotable,0
296,1,Production I.G,1
296,2,Trigger,0
297,1,Ufotable,1
298,1,Doga Kobo,1
299,1,Bones,1
299,2,Madhouse,0
300,1,White Fox,1
300,2,CloverWorks,0
301,1,Studio Ghibli,1
302,1,David Production,1
302,2,Studio Pierrot,0
303,1,Madhouse,1
304,1,Shaft,1
304,2,J.C.Staff,0
305,1,Kinema Citrus,1
306,1,Doga Kobo,1
307,1,TMS Entertainment,1
308,1,Silver Link.,1
309,1,Kyoto Animation,1
309,2,TMS Entertainment,0
310,1,David Production,1
311,1,Production I.G,1
312,1,J.C.Staff,1
313,1,Toei Animation,1
314,1,David Production,1
314,2,Trigger,0
315,1,Kinema Citrus,1
316,1,Lerche,1
316,2,Studio Ghibli,0
317,1,Bones,1
317,2,MAPPA,0
318,1,Bones,1
319,1,Shaft,1
320,1,Shaft,1
320,2,Trigger,0
321,1,J.C.Staff,1
321,2,Trigger,0
322,1,Studio Ghibli,1
322,2,J.C.Staff,0
323,1,Production I.G,1
323,2,White Fox,0
324,1,Madhouse,1
325,1,Silver Link.,1
326,1,White Fox,1
327,1,David Production,1
327,2,Silver Link.,0
328,1,Studio Pierrot,1
329,1,Production I.G,1
330,1,Silver Link.,1
331,1,MAPPA,1
332,1,Doga Kobo,1
332,2,Bones,0
333,1,Kinema Citrus,1
334,1,Doga Kobo,1
334,2,Studio Ghibli,0
335,1,Bones,1
336,1,Production I.G,1
337,1,David Production,1
337,2,Studio Pierrot,0
338,1,Lerche,1
339,1,Bones,1
340,1,Trigger,1
340,2,White Fox,0
341,1,Silver Link.,1
342,1,Studio Ghibli,1
342,2,Sunrise,0
343,1,wit Studio,1
343,2,TMS Entertainment,0
344,1,Lerche,1
344,2,Shaft,0
345,1,Ufotable,1
345,2,P.A. Works,0
346,1,Kyoto Animation,1
347,1,Kinema Citrus,1
347,2,wit Studio,0
348,1,CloverWorks,1
349,1,wit Studio,1
350,1,Bones,1
351,1,Toei Animation,1
351,2,Madhouse,0
352,1,wit Studio,1
353,1,Trigger,1
354,1,Bones,1
355,1,J.C.Staff,1
355,2,Ufotable,0
356,1,MAPPA,1
357,1,CloverWorks,1
358,1,Lerche,1
358,2,A-1 Pictures,0
359,1,Kinema Citrus,1
360,1,Ufotable,1
360,2,White Fox,0
361,1,Toei Animation,1
362,1,White Fox,1
363,1,J.C.Staff,1
364,1,Sunrise,1
365,1,Shaft,1
365,2,Production I.G,0
366,1,Doga Kobo,1
366,2,Shaft,0
367,1,Madhouse,1
367,2,Bones,0
368,1,Studio Ghibli,1
368,2,J.C.Staff,0
369,1,Silver Link.,1
369,2,P.A. Works,0
370,1,David Production,1
370,2,Kinema Citrus,0
371,1,TMS Entertainment,1
372,1,Doga Kobo,1
373,1,Madhouse,1
374,1,J.C.Staff,1
374,2,Lerche,0
375,1,Trigger,1
375,2,Toei Animation,0
376,1,Shaft,1
377,1,P.A. Works,1
378,1,Sunrise,1
379,1,Kyoto Animation,1
380,1,Kinema Citrus,1
381,1,White Fox,1
381,2,Trigger,0
382,1,Ufotable,1
383,1,Shaft,1
383,2,David Production,0
384,1,Madhouse,1
384,2,Lerche,0
385,1,Studio Ghibli,1
385,2,Lerche,0
386,1,P.A. Works,1
387,1,Madhouse,1
387,2,Toei Animation,0
388,1,Studio Pierrot,1
388,2,Studio Ghibli,0
389,1,Shaft,1
390,1,Trigger,1
390,2,White Fox,0
391,1,P.A. Works,1
392,1,J.C.Staff,1
392,2,MAPPA,0
393,1,CloverWorks,1
393,2,Doga Kobo,0
394,1,Doga Kobo,1
395,1,White Fox,1
395,2,wit Studio,0
396,1,Lerche,1
396,2,Production I.G,0
397,1,Trigger,1
397,2,Studio Ghibli,0
398,1,Madhouse,1
399,1,Doga Kobo,1
399,2,Madhouse,0
400,1,David Production,1
400,2,Silver Link.,0
401,1,A-1 Pictures,1
401,2,Sunrise,0
402,1,wit Studio,1
403,1,Studio Pierrot,1
403,2,Madhouse,0
404,1,Sunrise,1
404,2,MAPPA,0
405,1,Lerche,1
405,2,David Production,0
406,1,Bones,1
406,2,David Production,0
407,1,Studio Pierrot,1
408,1,Madhouse,1
408,2,CloverWorks,0
409,1,Kyoto Animation,1
409,2,Doga Kobo,0
410,1,Lerche,1
411,1,Silver Link.,1
412,1,MAPPA,1
412,2,White Fox,0
413,1,David Production,1
414,1,CloverWorks,1
415,1,Sunrise,1
416,1,TMS Entertainment,1
417,1,Production I.G,1
417,2,TMS Entertainment,0
418,1,Toei Animation,1
418,2,Sunrise,0
419,1,Doga Kobo,1
420,1,Doga Kobo,1
421,1,White Fox,1
422,1,Kinema Citrus,1
422,2,Studio Pierrot,0
423,1,Toei Animation,1
424,1,White Fox,1
425,1,MAPPA,1
426,1,Bones,1
427,1,Bones,1
427,2,Toei Animation,0
428,1,Studio Ghibli,1
429,1,A-1 Pictures,1
429,2,P.A. Works,0
430,1,Ufotable,1
430,2,J.C.Staff,0
431,1,A-1 Pictures,1
431,2,Madhouse,0
432,1,Kyoto Animation,1
433,1,MAPPA,1
434,1,Kinema Citrus,1
435,1,Madhouse,1
435,2,Production I.G,0
436,1,wit Studio,1
437,1,Sunrise,1
438,1,Silver Link.,1
439,1,wit Studio,1
440,1,Lerche,1
441,1,David Production,1
441,2,TMS Entertainment,0
442,1,Toei Animation,1
442,2,Silver Link.,0
443,1,Silver Link.,1
443,2,MAPPA,0
444,1,Sunrise,1
445,1,wit Studio,1
446,1,Kinema Citrus,1
447,1,Ufotable,1
447,2,Shaft,0
448,1,Sunrise,1
449,1,Production I.G,1
449,2,Kyoto Animation,0
450,1,Shaft,1
451,1,Silver Link.,1
451,2,Ufotable,0
452,1,David Production,1
453,1,Studio Pierrot,1
453,2,wit Studio,0
454,1,Studio Ghibli,1
454,2,Doga Kobo,0
455,1,Lerche,1
455,2,Studio Pierrot,0
456,1,wit Studio,1
457,1,Shaft,1
457,2,Kinema Citrus,0
458,1,Toei Animation,1
459,1,Kinema Citrus,1
459,2,A-1 Pictures,0
460,1,P.A. Works,1
460,2,J.C.Staff,0
461,1,A-1 Pictures,1
461,2,Shaft,0
462,1,CloverWorks,1
462,2,Studio Pierrot,0
463,1,Trigger,1
464,1,Silver Link.,1
464,2,CloverWorks,0
465,1,Trigger,1
466,1,TMS Entertainment,1
466,2,Kyoto Animation,0
467,1,Silver Link.,1
468,1,TMS Entertainment,1
468,2,wit Studio,0
469,1,Sunrise,1
470,1,Lerche,1
470,2,Trigger,0
471,1,Bones,1
472,1,David Production,1
472,2,Bones,0
473,1,Shaft,1
473,2,Lerche,0
474,1,MAPPA,1
474,2,White Fox,0
475,1,Studio Ghibli,1
476,1,Ufotable,1
477,1,Studio Pierrot,1
478,1,MAPPA,1
478,2,Kyoto Animation,0
479,1,Madhouse,1
480,1,Studio Pierrot,1
480,2,Bones,0
481,1,MAPPA,1
482,1,Lerche,1
482,2,Kyoto Animation,0
483,1,MAPPA,1
483,2,CloverWorks,0
484,1,Production I.G,1
484,2,A-1 Pictures,0
485,1,Production I.G,1
485,2,Trigger,0
486,1,Madhouse,1
486,2,Studio Ghibli,0
487,1,Silver Link.,1
487,2,Lerche,0
488,1,CloverWorks,1
489,1,wit Studio,1
489,2,David Production,0
490,1,J.C.Staff,1
490,2,Bones,0
491,1,Lerche,1
491,2,Doga Kobo,0
492,1,TMS Entertainment,1
493,1,MAPPA,1
493,2,Production I.G,0
494,1,TMS Entertainment,1
494,2,Studio Pierrot,0
495,1,wit Studio,1
495,2,Silver Link.,0
496,1,Sunrise,1
497,1,Studio Pierrot,1
498,1,Production I.G,1
498,2,Shaft,0
499,1,Studio Pierrot,1
500,1,TMS Entertainment,1
501,1,Studio Ghibli,1
501,2,Bones,0
502,1,Doga Kobo,1
503,1,Sunrise,1
504,1,Studio Pierrot,1
505,1,Trigger,1
506,1,wit Studio,1
506,2,Production I.G,0
507,1,White Fox,1
507,2,Lerche,0
508,1,Sunrise,1
509,1,TMS Entertainment,1
509,2,CloverWorks,0
510,1,P.A. Works,1
510,2,Ufotable,0
511,1,Kinema Citrus,1
511,2,wit Studio,0
512,1,Studio Pierrot,1
512,2,Madhouse,0
513,1,P.A. Works,1
514,1,Toei Animation,1
514,2,Madhouse,0
515,1,J.C.Staff,1
515,2,Production I.G,0
516,1,Studio Pierrot,1
516,2,Doga Kobo,0
517,1,Madhouse,1
517,2,MAPPA,0
518,1,CloverWorks,1
518,2,Shaft,0
519,1,Lerche,1
520,1,Silver Link.,1
521,1,Sunrise,1
521,2,wit Studio,0
522,1,Production I.G,1
523,1,A-1 Pictures,1
523,2,CloverWorks,0
524,1,Trigger,1
524,2,TMS Entertainment,0
525,1,Production I.G,1
526,1,Sunrise,1
527,1,Production I.G,1
528,1,Kyoto Animation,1
528,2,Studio Ghibli,0
529,1,Trigger,1
530,1,Bones,1
531,1,Sunrise,1
532,1,David Production,1
533,1,wit Studio,1
534,1,wit Studio,1
534,2,Sunrise,0
535,1,Sunrise,1
535,2,Silver Link.,0
536,1,Toei Animation,1
537,1,Trigger,1
538,1,wit Studio,1
539,1,Ufotable,1
539,2,TMS Entertainment,0
540,1,Production I.G,1
541,1,Toei Animation,1
542,1,Shaft,1
543,1,Sunrise,1
543,2,Toei Animation,0
544,1,MAPPA,1
545,1,wit Studio,1
546,1,Kyoto Animation,1
547,1,Production I.G,1
547,2,Kinema Citrus,0
548,1,Kinema Citrus,1
548,2,P.A. Works,0
549,1,Silver Link.,1
549,2,J.C.Staff,0
550,1,TMS Entertainment,1
550,2,Studio Ghibli,0
551,1,A-1 Pictures,1
552,1,Kyoto Animation,1
552,2,P.A. Works,0
553,1,Bones,1
554,1,Studio Ghibli,1
554,2,Trigger,0
555,1,Production I.G,1
556,1,Toei Animation,1
556,2,J.C.Staff,0
557,1,Ufotable,1
558,1,Production I.G,1
559,1,Toei Animation,1
559,2,CloverWorks,0
560,1,CloverWorks,1
560,2,Doga Kobo,0
561,1,A-1 Pictures,1
562,1,TMS Entertainment,1
562,2,Studio Ghibli,0
563,1,P.A. Works,1
564,1,J.C.Staff,1
565,1,Studio Ghibli,1
566,1,Bones,1
566,2,Kyoto Animation,0
567,1,Trigger,1
567,2,White Fox,0
568,1,Sunrise,1
568,2,CloverWorks,0
569,1,Lerche,1
569,2,P.A. Works,0
570,1,Bones,1
571,1,White Fox,1
572,1,wit Studio,1
572,2,Bones,0
573,1,Kyoto Animation,1
574,1,TMS Entertainment,1
575,1,Production I.G,1
575,2,Shaft,0
576,1,Toei Animation,1
576,2,wit Studio,0
577,1,Madhouse,1
577,2,Studio Pierrot,0
578,1,Shaft,1
579,1,White Fox,1
580,1,Studio Pierrot,1
581,1,Kinema Citrus,1
581,2,TMS Entertainment,0
582,1,Madhouse,1
583,1,wit Studio,1
584,1,CloverWorks,1
585,1,CloverWorks,1
585,2,Doga Kobo,0
586,1,P.A. Works,1
586,2,Bones,0
587,1,Ufotable,1
588,1,J.C.Staff,1
588,2,Studio Ghibli,0
589,1,Bones,1
589,2,David Production,0
590,1,White Fox,1
590,2,Trigger,0
591,1,Silver Link.,1
591,2,David Production,0
592,1,Trigger,1
593,1,P.A. Works,1
593,2,Silver Link.,0
594,1,MAPPA,1
594,2,Lerche,0
595,1,P.A. Works,1
596,1,MAPPA,1
596,2,Production I.G,0
597,1,J.C.Staff,1
597,2,Madhouse,0
598,1,White Fox,1
599,1,Sunrise,1
600,1,P.A. Works,1
601,1,Sunrise,1
602,1,Kinema Citrus,1
603,1,Doga Kobo,1
603,2,Trigger,0
604,1,Silver Link.,1
605,1,White Fox,1
606,1,Trigger,1
607,1,J.C.Staff,1
608,1,J.C.Staff,1
609,1,Madhouse,1
609,2,David Production,0
610,1,MAPPA,1
611,1,Trigger,1
611,2,Shaft,0
612,1,David Production,1
613,1,Kinema Citrus,1
614,1,Sunrise,1
615,1,Ufotable,1
616,1,Sunrise,1
616,2,Production I.G,0
617,1,Sunrise,1
617,2,Ufotable,0
618,1,Studio Pierrot,1
618,2,TMS Entertainment,0
619,1,Madhouse,1
620,1,Bones,1
621,1,CloverWorks,1
622,1,wit Studio,1
623,1,Sunrise,1
624,1,Lerche,1
625,1,Studio Pierrot,1
626,1,Madhouse,1
627,1,P.A. Works,1
627,2,Production I.G,0
628,1,CloverWorks,1
628,2,Doga Kobo,0
629,1,Trigger,1
629,2,Studio Pierrot,0
630,1,Kyoto Animation,1
631,1,Bones,1
631,2,David Production,0
632,1,Silver Link.,1
633,1,David Production,1
633,2,J.C.Staff,0
634,1,Studio Pierrot,1
634,2,David Production,0
635,1,White Fox,1
636,1,Production I.G,1
636,2,Bones,0
637,1,Sunrise,1
638,1,MAPPA,1
639,1,Doga Kobo,1
639,2,MAPPA,0
640,1,Toei Animation,1
640,2,Studio Pierrot,0
641,1,Production I.G,1
641,2,White Fox,0
642,1,Kinema Citrus,1
642,2,Silver Link.,0
643,1,Ufotable,1
643,2,Production I.G,0
644,1,P.A. Works,1
645,1,Production I.G,1
645,2,J.C.Staff,0
646,1,Doga Kobo,1
647,1,Production I.G,1
647,2,David Production,0
648,1,J.C.Staff,1
648,2,Madhouse,0
649,1,Kyoto Animation,1
650,1,Ufotable,1
651,1,Sunrise,1
652,1,P.A. Works,1
653,1,Production I.G,1
654,1,Toei Animation,1
655,1,TMS Entertainment,1
655,2,Doga Kobo,0
656,1,David Production,1
657,1,Lerche,1
657,2,Toei Animation,0
658,1,wit Studio,1
659,1,Madhouse,1
659,2,Ufotable,0
660,1,Toei Animation,1
660,2,MAPPA,0
661,1,Shaft,1
661,2,Trigger,0
662,1,Sunrise,1
662,2,Production I.G,0
663,1,David Production,1
664,1,Sunrise,1
664,2,MAPPA,0
665,1,J.C.Staff,1
665,2,Trigger,0
666,1,Doga Kobo,1
667,1,Ufotable,1
668,1,Madhouse,1
668,2,Sunrise,0
669,1,CloverWorks,1
670,1,Toei Animation,1
671,1,MAPPA,1
672,1,Doga Kobo,1
672,2,Studio Pierrot,0
673,1,Kyoto Animation,1
674,1,Shaft,1
674,2,Doga Kobo,0
675,1,wit Studio,1
676,1,TMS Entertainment,1
676,2,Kinema Citrus,0
677,1,Studio Ghibli,1
677,2,TMS Entertainment,0
678,1,Silver Link.,1
678,2,TMS Entertainment,0
679,1,Ufotable,1
679,2,Production I.G,0
680,1,Doga Kobo,1
680,2,Kyoto Animation,0
681,1,Shaft,1
681,2,Madhouse,0
682,1,White Fox,1
683,1,TMS Entertainment,1
684,1,Ufotable,1
685,1,P.A. Works,1
686,1,Studio Pierrot,1
686,2,Production I.G,0
687,1,P.A. Works,1
687,2,Toei Animation,0
688,1,Studio Ghibli,1
689,1,Studio Ghibli,1
689,2,Doga Kobo,0
690,1,Studio Ghibli,1
691,1,A-1 Pictures,1
691,2,Ufotable,0
692,1,White Fox,1
693,1,Shaft,1
693,2,Kyoto Animation,0
694,1,J.C.Staff,1
695,1,Doga Kobo,1
696,1,Studio Pierrot,1
697,1,Kinema Citrus,1
697,2,Lerche,0
698,1,Ufotable,1
698,2,Kyoto Animation,0
699,1,Doga Kobo,1
699,2,Studio Pierrot,0
700,1,MAPPA,1
701,1,Lerche,1
701,2,Sunrise,0
702,1,MAPPA,1
703,1,Lerche,1
704,1,Production I.G,1
705,1,Bones,1
705,2,Silver Link.,0
706,1,wit Studio,1
707,1,Production I.G,1
707,2,Bones,0
708,1,Bones,1
709,1,Production I.G,1
709,2,White Fox,0
710,1,Ufotable,1
710,2,Lerche,0
711,1,Madhouse,1
711,2,White Fox,0
712,1,Kinema Citrus,1
712,2,Toei Animation,0
713,1,Production I.G,1
713,2,P.A. Works,0
714,1,wit Studio,1
714,2,Bones,0
715,1,Doga Kobo,1
715,2,White Fox,0
716,1,Bones,1
716,2,Kyoto Animation,0
717,1,wit Studio,1
718,1,White Fox,1
718,2,CloverWorks,0
719,1,CloverWorks,1
719,2,P.A. Works,0
720,1,Silver Link.,1
721,1,Bones,1
722,1,Studio Pierrot,1
723,1,TMS Entertainment,1
724,1,Toei Animation,1
725,1,Doga Kobo,1
725,2,White Fox,0
726,1,Bones,1
726,2,Studio Ghibli,0
727,1,Kyoto Animation,1
728,1,Shaft,1
729,1,Lerche,1
730,1,David Production,1
730,2,Doga Kobo,0
731,1,Sunrise,1
732,1,Studio Pierrot,1
733,1,A-1 Pictures,1
734,1,Bones,1
735,1,Ufotable,1
736,1,Production I.G,1
736,2,Sunrise,0
737,1,Studio Pierrot,1
738,1,Silver Link.,1
739,1,Bones,1
739,2,wit Studio,0
740,1,Ufotable,1
741,1,TMS Entertainment,1
741,2,Kinema Citrus,0
742,1,TMS Entertainment,1
743,1,Silver Link.,1
743,2,Doga Kobo,0
744,1,Production I.G,1
745,1,Madhouse,1
745,2,Silver Link.,0
746,1,TMS Entertainment,1
747,1,Doga Kobo,1
747,2,Studio Pierrot,0
748,1,Ufotable,1
749,1,David Production,1
749,2,Lerche,0
750,1,P.A. Works,1
751,1,Lerche,1
752,1,Shaft,1
753,1,Bones,1
753,2,MAPPA,0
754,1,Lerche,1
755,1,Kinema Citrus,1
